fumC.aln,0.0
pcaF.aln,0.0004391177429644175
rodA.aln,0.0001780431676904579
group_940.aln,0.0
fabG2_1.aln,0.0005487000219464665
group_56.aln,0.001094238689548473
group_131.aln,4.19675548261278e-05
group_3741.aln,0.0008491806328446022
group_3802.aln,0.004159056470436328
msl3_1~~~msl3_2~~~msl3.aln,0.012059283668007962
fgd.aln,0.0011009124962385092
group_4149.aln,0.010698688801041158
group_1455.aln,0.00039974660261711087
group_4303.aln,0.011639972787639768
nmoA.aln,0.0009155545912834511
group_449.aln,0.0
valS.aln,0.0003341793421768257
dapC.aln,0.0011273080247454687
group_3696.aln,0.03465271086854043
group_1738.aln,0.0008926940561170145
group_1397.aln,0.0002566880024985129
group_3925.aln,0.007643496308135295
thrC.aln,0.000533355368773887
group_724.aln,0.00022255395961307236
group_867.aln,8.236248899066458e-05
eccA5.aln,0.00025302564466167326
group_1240.aln,0.00044989402588449035
dnaK_2~~~dnaK_3.aln,0.05268767455124674
group_3666.aln,0.0006339415819281455
sbnA.aln,0.0004719541432514798
caiA_3.aln,0.00047891234840460856
adoK.aln,0.00025747781173696984
thi4.aln,0.011932618495461437
group_2109.aln,0.0007481366207330334
rpsR1_1.aln,0.0
group_1393.aln,0.0
crgA.aln,0.0
group_3921.aln,0.0019081986152724335
group_4220.aln,0.24130151026927762
group_258.aln,0.0007843138836719932
group_3662.aln,0.0033355975365759478
group_3428.aln,0.0013048313956779153
group_2294.aln,0.00024325665353056746
group_1244.aln,0.0001130814713709665
trxC_1.aln,0.01209060991763345
group_3745.aln,0.0012583418466659032
group_2988.aln,0.00048406774096579103
cbs.aln,0.00017995761035379614
group_1363.aln,0.00034580838307942367
IMPDH.aln,0.006104224497802503
hspX.aln,0.0006434272560615949
group_3692.aln,0.02328623553568925
group_607.aln,0.0006250823757471182
sbpA.aln,0.0013731242376527736
group_4307.aln,0.0060032720874930575
group_3806.aln,0.01339826405059983
tgs3.aln,0.24749837372483893
group_1006.aln,0.000770044291533302
tcrY_2~~~tcrY_1.aln,0.021955151243858273
group_2479.aln,0.0005433784987955533
ephG.aln,0.00013946714802419202
fgd1_2.aln,0.0009606409790008274
rshA.aln,0.000914676001264032
ggt.aln,0.016833424453837263
pyk.aln,0.0007052877820963659
group_4062.aln,0.006051436100472401
lysS1.aln,0.0006801719848947883
group_4228.aln,0.011616713096219401
glcB.aln,0.0004247257414375112
group_562.aln,0.0013242277626624329
pimA.aln,0.00022079231877180792
mfd.aln,0.0006446585330954028
group_2857.aln,0.00035457749497675936
galK.aln,0.0012761909596136485
group_4145.aln,0.01168799336103056
group_445.aln,0.0013368092684169029
folP2.aln,0.010735555698498572
amiD_2~~~amiD_3.aln,0.012003809398543685
group_1121.aln,0.0013976261454052702
menE_3.aln,0.00038855979556446307
parD1.aln,0.0002490484786146286
rplW.aln,0.010260338567231821
group_3507.aln,0.009100914059717838
dctA.aln,0.0012360933015189933
adhB_2.aln,0.0004589407575273383
trpB.aln,0.0009722552962504981
group_4141.aln,0.00568858683033843
group_596.aln,0.00034423878032475215
group_2710.aln,0.0
group_373.aln,0.0007888472770313622
group_3749.aln,0.004162763917587756
group_3503.aln,0.008313660339831741
rplS.aln,0.008045383379656988
phoU2.aln,0.0002682438859401137
group_4439.aln,0.18098958006249152
lipR_1~~~lipR_2~~~lipR.aln,0.026137598942616032
group_1125.aln,0.00044581772950192213
group_948.aln,0.0002625950485811147
eccB2_1~~~eccB2.aln,0.018202601524634078
group_4096.aln,0.01943629913217707
group_2298.aln,0.0013349811997949844
group_3424.aln,0.0007250535565025813
dhmA2_3.aln,0.0008174685700706908
tilS.aln,0.00012913624817054815
hmp_3.aln,0.0005770712381092581
group_1002.aln,0.0
fabG3.aln,0.0011431277825524114
pimE.aln,0.0005128532801455271
group_4066.aln,0.002672647146199074
ppiA.aln,0.0005423187759477701
moaA1_2.aln,0.0015143889569920784
group_1340.aln,0.0014065963477352128
group_4416.aln,0.32999491379968743
ttgV_2.aln,0.0009562763044041049
yeaW.aln,0.002979337603697992
group_71.aln,0.0009655331652598722
group_3766.aln,0.012978641869711297
group_116.aln,0.0006209073827936395
csm2.aln,0.0001673605776290304
group_3825.aln,0.012031505556837822
mmpS3_1.aln,0.0012294619655529913
group_4324.aln,0.14411140475672626
purB.aln,0.0009283982565994458
amiD_1.aln,0.000649686561687474
group_624.aln,6.904314258623367e-05
secE2.aln,0.008485361069913405
lprN_1.aln,0.001141839998515252
cmk.aln,0.0004985174599095016
group_4203.aln,0.3244718752008582
group_1555.aln,0.0007261921781678382
group_997.aln,0.00018191367133590263
group_3902.aln,0.01295518209177627
group_3796.aln,0.0016871329830730857
group_703.aln,0.0016361480263318896
ansP1.aln,0.0010830437253682291
group_549.aln,0.0008119950984512976
ino1.aln,0.0010485366883919987
group_1482.aln,0.00041289616191372635
fadI.aln,0.0005641646824331381
aofH_1~~~aofH_2~~~aofH.aln,0.1521786851407206
group_3641.aln,0.020701149443077223
group_2618.aln,0.0
group_85.aln,0.0006182689773403319
scpA.aln,0.0005083754843997645
group_707.aln,0.00014680752423599158
mshD.aln,0.00019860828041419747
group_3906.aln,0.00047839502871070856
rnj.aln,0.0005851698669017022
ptpA.aln,0.00012756141587578538
crtB.aln,0.000207129427758701
higB1.aln,0.0006245694992097657
